province;red;green;blue;x;x
4732;1;172;1;BeyondTypusNewProvinceBuffer413
4733;1;173;1;BeyondTypusNewProvinceBuffer414
4734;1;174;1;BeyondTypusNewProvinceBuffer415
4735;1;175;1;BeyondTypusNewProvinceBuffer416
4736;1;176;1;BeyondTypusNewProvinceBuffer417
4737;1;177;1;BeyondTypusNewProvinceBuffer418
4738;1;178;1;BeyondTypusNewProvinceBuffer419
4739;1;179;1;BeyondTypusNewProvinceBuffer420
4740;1;180;1;BeyondTypusNewProvinceBuffer421
4741;1;181;1;BeyondTypusNewProvinceBuffer422
4742;1;182;1;BeyondTypusNewProvinceBuffer423
4743;1;183;1;BeyondTypusNewProvinceBuffer424
4744;1;184;1;BeyondTypusNewProvinceBuffer425
4745;1;185;1;BeyondTypusNewProvinceBuffer426
4746;1;186;1;BeyondTypusNewProvinceBuffer427
4747;1;187;1;BeyondTypusNewProvinceBuffer428
4748;1;188;1;BeyondTypusNewProvinceBuffer429
4749;1;189;1;BeyondTypusNewProvinceBuffer430
4750;1;190;1;BeyondTypusNewProvinceBuffer431
4751;1;191;1;BeyondTypusNewProvinceBuffer432
4752;1;192;1;BeyondTypusNewProvinceBuffer433
4753;1;193;1;BeyondTypusNewProvinceBuffer434
4754;1;194;1;BeyondTypusNewProvinceBuffer435
4755;1;195;1;BeyondTypusNewProvinceBuffer436
4756;1;196;1;BeyondTypusNewProvinceBuffer437
4757;1;197;1;BeyondTypusNewProvinceBuffer438
4758;1;198;1;BeyondTypusNewProvinceBuffer439
4759;1;199;1;BeyondTypusNewProvinceBuffer440
4760;1;200;1;BeyondTypusNewProvinceBuffer441
4761;1;201;1;BeyondTypusNewProvinceBuffer442
4762;1;202;1;BeyondTypusNewProvinceBuffer443
4763;1;203;1;BeyondTypusNewProvinceBuffer444
4764;1;204;1;BeyondTypusNewProvinceBuffer445
4765;1;205;1;BeyondTypusNewProvinceBuffer446
4766;1;206;1;BeyondTypusNewProvinceBuffer447
4767;1;207;1;BeyondTypusNewProvinceBuffer448
4768;1;208;1;BeyondTypusNewProvinceBuffer449
4769;1;209;1;BeyondTypusNewProvinceBuffer450
4770;1;210;1;BeyondTypusNewProvinceBuffer451
4771;1;211;1;BeyondTypusNewProvinceBuffer452
4772;1;212;1;BeyondTypusNewProvinceBuffer453
4773;1;213;1;BeyondTypusNewProvinceBuffer454
4774;1;214;1;BeyondTypusNewProvinceBuffer455
4775;1;215;1;BeyondTypusNewProvinceBuffer456
4776;1;216;1;BeyondTypusNewProvinceBuffer457
4777;1;217;1;BeyondTypusNewProvinceBuffer458
4778;1;218;1;BeyondTypusNewProvinceBuffer459
4779;1;219;1;BeyondTypusNewProvinceBuffer460
4780;1;220;1;BeyondTypusNewProvinceBuffer461
4781;1;221;1;BeyondTypusNewProvinceBuffer462
4782;1;222;1;BeyondTypusNewProvinceBuffer463
4783;1;223;1;BeyondTypusNewProvinceBuffer464
4784;1;224;1;BeyondTypusNewProvinceBuffer465
4785;1;225;1;BeyondTypusNewProvinceBuffer466
4786;1;226;1;BeyondTypusNewProvinceBuffer467
4787;1;227;1;BeyondTypusNewProvinceBuffer468
4788;1;228;1;BeyondTypusNewProvinceBuffer469
4789;1;229;1;BeyondTypusNewProvinceBuffer470
4790;1;230;1;BeyondTypusNewProvinceBuffer471
4791;1;231;1;BeyondTypusNewProvinceBuffer472
4792;1;232;1;BeyondTypusNewProvinceBuffer473
4793;1;233;1;BeyondTypusNewProvinceBuffer474
4794;1;234;1;BeyondTypusNewProvinceBuffer475
4795;1;235;1;BeyondTypusNewProvinceBuffer476
4796;1;236;1;BeyondTypusNewProvinceBuffer477
4797;1;237;1;BeyondTypusNewProvinceBuffer478
4798;1;238;1;BeyondTypusNewProvinceBuffer479
4799;1;239;1;BeyondTypusNewProvinceBuffer480
4800;1;240;1;BeyondTypusNewProvinceBuffer481
4801;1;241;1;BeyondTypusNewProvinceBuffer482
4802;1;242;1;BeyondTypusNewProvinceBuffer483
4803;1;243;1;BeyondTypusNewProvinceBuffer484
4804;1;244;1;BeyondTypusNewProvinceBuffer485
4805;1;245;1;BeyondTypusNewProvinceBuffer486
4806;1;246;1;BeyondTypusNewProvinceBuffer487
4807;1;247;1;BeyondTypusNewProvinceBuffer488
4808;1;248;1;BeyondTypusNewProvinceBuffer489
4809;1;249;1;BeyondTypusNewProvinceBuffer490
4810;1;250;1;BeyondTypusNewProvinceBuffer491
4811;1;251;1;BeyondTypusNewProvinceBuffer492
4812;1;252;1;BeyondTypusNewProvinceBuffer493
4813;1;253;1;BeyondTypusNewProvinceBuffer494
4814;1;254;1;BeyondTypusNewProvinceBuffer495
4815;1;255;1;BeyondTypusNewProvinceBuffer496
4816;2;1;1;BeyondTypusNewProvinceBuffer497
4817;3;1;1;BeyondTypusNewProvinceBuffer498
4818;4;1;1;BeyondTypusNewProvinceBuffer499
4819;5;1;1;BeyondTypusNewProvinceBuffer500
4820;6;1;1;BeyondTypusNewProvinceBuffer501
4821;7;1;1;BeyondTypusNewProvinceBuffer502
4822;8;1;1;BeyondTypusNewProvinceBuffer503
4823;9;1;1;BeyondTypusNewProvinceBuffer504
4824;10;1;1;BeyondTypusNewProvinceBuffer505
4825;11;1;1;BeyondTypusNewProvinceBuffer506
4826;12;1;1;BeyondTypusNewProvinceBuffer507
4827;13;1;1;BeyondTypusNewProvinceBuffer508
4828;14;1;1;BeyondTypusNewProvinceBuffer509
4829;15;1;1;BeyondTypusNewProvinceBuffer510
4830;16;1;1;BeyondTypusNewProvinceBuffer511
4831;17;1;1;BeyondTypusNewProvinceBuffer512
4832;18;1;1;BeyondTypusNewProvinceBuffer513
4833;19;1;1;BeyondTypusNewProvinceBuffer514
4834;20;1;1;BeyondTypusNewProvinceBuffer515
4835;21;1;1;BeyondTypusNewProvinceBuffer516
4836;22;1;1;BeyondTypusNewProvinceBuffer517
4837;23;1;1;BeyondTypusNewProvinceBuffer518
4838;24;1;1;BeyondTypusNewProvinceBuffer519
4839;26;1;1;BeyondTypusNewProvinceBuffer520
4840;27;1;1;BeyondTypusNewProvinceBuffer521
4841;28;1;1;BeyondTypusNewProvinceBuffer522
4842;29;1;1;BeyondTypusNewProvinceBuffer523
4843;30;1;1;BeyondTypusNewProvinceBuffer524
4844;31;1;1;BeyondTypusNewProvinceBuffer525
4845;32;1;1;BeyondTypusNewProvinceBuffer526
4846;33;1;1;BeyondTypusNewProvinceBuffer527
4847;34;1;1;BeyondTypusNewProvinceBuffer528
4848;35;1;1;BeyondTypusNewProvinceBuffer529
4849;36;1;1;BeyondTypusNewProvinceBuffer530
4850;37;1;1;BeyondTypusNewProvinceBuffer531
4851;38;1;1;BeyondTypusNewProvinceBuffer532
4852;39;1;1;BeyondTypusNewProvinceBuffer533
4853;40;1;1;BeyondTypusNewProvinceBuffer534
4854;41;1;1;BeyondTypusNewProvinceBuffer535
4855;42;1;1;BeyondTypusNewProvinceBuffer536
4856;43;1;1;BeyondTypusNewProvinceBuffer537
4857;44;1;1;BeyondTypusNewProvinceBuffer538
4858;45;1;1;BeyondTypusNewProvinceBuffer539
4859;46;1;1;BeyondTypusNewProvinceBuffer540
4860;47;1;1;BeyondTypusNewProvinceBuffer541
4861;48;1;1;BeyondTypusNewProvinceBuffer542
4862;49;1;1;BeyondTypusNewProvinceBuffer543
4863;50;1;1;BeyondTypusNewProvinceBuffer544
4864;51;1;1;BeyondTypusNewProvinceBuffer545
4865;52;1;1;BeyondTypusNewProvinceBuffer546
4866;53;1;1;BeyondTypusNewProvinceBuffer547
4867;54;1;1;BeyondTypusNewProvinceBuffer548
4868;55;1;1;BeyondTypusNewProvinceBuffer549
4869;56;1;1;BeyondTypusNewProvinceBuffer550
4870;57;1;1;BeyondTypusNewProvinceBuffer551
4871;58;1;1;BeyondTypusNewProvinceBuffer552
4872;59;1;1;BeyondTypusNewProvinceBuffer553
4873;60;1;1;BeyondTypusNewProvinceBuffer554
4874;61;1;1;BeyondTypusNewProvinceBuffer555
4875;62;1;1;BeyondTypusNewProvinceBuffer556
4876;63;1;1;BeyondTypusNewProvinceBuffer557
4877;64;1;1;BeyondTypusNewProvinceBuffer558
4878;65;1;1;BeyondTypusNewProvinceBuffer559
4879;66;1;1;BeyondTypusNewProvinceBuffer560
4880;67;1;1;BeyondTypusNewProvinceBuffer561
4881;68;1;1;BeyondTypusNewProvinceBuffer562
4882;69;1;1;BeyondTypusNewProvinceBuffer563
4883;70;1;1;BeyondTypusNewProvinceBuffer564
4884;71;1;1;BeyondTypusNewProvinceBuffer565
4885;72;1;1;BeyondTypusNewProvinceBuffer566
4886;73;1;1;BeyondTypusNewProvinceBuffer567
4887;74;1;1;BeyondTypusNewProvinceBuffer568
4888;75;1;1;BeyondTypusNewProvinceBuffer569
4889;76;1;1;BeyondTypusNewProvinceBuffer580
4890;77;1;1;BeyondTypusNewProvinceBuffer571
4891;78;1;1;BeyondTypusNewProvinceBuffer572
4892;79;1;1;BeyondTypusNewProvinceBuffer573
4893;80;1;1;BeyondTypusNewProvinceBuffer574
4894;81;1;1;BeyondTypusNewProvinceBuffer575
4895;82;1;1;BeyondTypusNewProvinceBuffer576
4896;83;1;1;BeyondTypusNewProvinceBuffer577
4897;84;1;1;BeyondTypusNewProvinceBuffer578
4898;85;1;1;BeyondTypusNewProvinceBuffer579
4899;86;1;1;BeyondTypusNewProvinceBuffer580
4900;87;1;1;BeyondTypusNewProvinceBuffer581
4901;88;1;1;BeyondTypusNewProvinceBuffer582
4902;89;1;1;BeyondTypusNewProvinceBuffer583
4903;90;1;1;BeyondTypusNewProvinceBuffer584
4904;91;1;1;BeyondTypusNewProvinceBuffer585
4905;92;1;1;BeyondTypusNewProvinceBuffer586
4906;93;1;1;BeyondTypusNewProvinceBuffer587
4907;94;1;1;BeyondTypusNewProvinceBuffer588
4908;95;1;1;BeyondTypusNewProvinceBuffer599
4909;96;1;1;BeyondTypusNewProvinceBuffer590
4910;97;1;1;BeyondTypusNewProvinceBuffer591
4911;98;1;1;BeyondTypusNewProvinceBuffer592
4912;99;1;1;BeyondTypusNewProvinceBuffer593
4913;100;1;1;BeyondTypusNewProvinceBuffer594
4914;101;1;1;BeyondTypusNewProvinceBuffer595
4915;102;1;1;BeyondTypusNewProvinceBuffer596
4916;103;1;1;BeyondTypusNewProvinceBuffer597
4917;104;1;1;BeyondTypusNewProvinceBuffer598
4918;105;1;1;BeyondTypusNewProvinceBuffer599
4919;106;1;1;BeyondTypusNewProvinceBuffer600
4920;100;200;25;Aleut
4921;100;200;100;Naugeik
4922;100;200;175;Curyuk
4923;100;200;250;Mamterilleq
4924;100;200;50;Unalaqliq
4925;100;200;125;Chinik
4926;100;200;200;Kena
4927;100;200;75;Suacit
4928;100;200;150;Koyukuk
4929;100;200;225;Nuchalawoyyet
4930;200;100;25;Allakaket
4931;200;100;100;Chena
4932;200;100;175;Denyeet
4933;200;100;250;Gwichin
4934;200;100;50;Han Hwechin
4935;200;100;125;Teelay
4936;200;100;200;Ahtna
4937;200;100;75;Trochek Hwechin
4938;200;100;150;Dan
4939;200;100;225;BeyondTypus20
4940;100;200;24;Snuneymuxw
4941;100;200;99;Xaislakala
4942;100;200;174;Nehalem
4943;100;200;249;Omineca
4944;100;200;49;Netsha Koh
4945;100;200;124;Wasco
4946;100;200;199;Towarnehiooks
4947;100;200;74;Aqkoktlaqatl
4948;100;200;149;Qlispel
4949;100;200;224;Nlakapamux
4950;200;100;24;Choinumni
4951;200;100;99;Nomlaki
4952;200;100;174;Wakopee
4953;200;100;249;Waashiw
4954;200;100;49;Newapkshi
4955;200;100;124;Tumpisa
4956;200;100;199;Takelam
4957;200;100;74;Wadatika
4958;200;100;149;Iwauna
4959;200;100;224;Niineniiniiciihehe
4960;100;200;23;Nmesuletkw
4961;100;200;98;Palus II
4962;100;200;173;Yapudttka	
4963;100;200;248;Taveewach	
4964;100;200;48;Comcaac
4965;100;200;123;Toompahnahwach
4966;100;200;198;Kaibab
4967;100;200;73;Pahvant
4968;100;200;148;Qikiqtagruk
4969;100;200;223;Tikigaq
4970;200;100;23;Ukpeagvik
4971;200;100;98;Sagavanirktok
4972;200;100;173;Tahltan
4973;200;100;248;Waanabidebiing
4974;200;100;48;Grand Bank
4975;200;100;123;Sahyehpeech
4976;200;100;198;Tuktuyaaqtuuq
4977;200;100;73;Teechik
4978;200;100;148;Radeyilikoe
4979;200;100;223;NavojoWest
4980;100;200;22;Sahtu
4981;100;200;97;Tagish
4982;100;200;172;Pehdzeh Ki
4983;100;200;247;Liidli Kue
4984;100;200;47;Tsattine
4985;100;200;122;Dettah
4986;100;200;197;Kagee
4987;100;200;72;Muskwa
4988;100;200;147;Kataodehche
4989;100;200;222;Deninu Kue
4990;200;100;22;Tikirajualaaq
4991;200;100;97;Kudlulik
4992;200;100;172;Qatiktalik
4993;200;100;247;Naujaat
4994;200;100;47;Sanirajak
4995;200;100;122;Shugliaq
4996;200;100;197;Sikusiilaq
4997;200;100;72;Amadjuak
4998;200;100;147;Iqaluit
4999;200;100;222;Sanikiluaq
5000;100;200;21;Kinepiko Sakahikam
5001;100;200;96;Hoteladi Hotthenade Dene
5002;100;200;171;Kinoosao
5003;100;200;246;Inninuwug
5004;100;200;46;Otahwaka Powitek
5005;100;200;121;Webequie
5006;100;200;196;Salluit
5007;100;200;71;Kuujjuaq
5008;100;200;146;Nemiskaw
5009;100;200;221;Ucepukumu
5010;200;100;21;Menukuanistuk Shipi
5011;200;100;96;Mushaualakan
5012;200;100;171;Makatinau
5013;200;100;246;Avalon
5014;200;100;46;Kawawachikamach
5015;200;100;121;Nitassinan
5016;200;100;196;Kuyuidika
5017;200;100;71;Natakkoa
5018;200;100;146;Tongva
5019;200;100;221;Saint Pierre
5020;100;200;20;Revillagigedo Islands
5021;100;200;95;Motu Maha
5022;100;200;170;Rekohu
5023;100;200;245;Phoenix Islands
5024;100;200;45;Northern Cook Islands
5025;100;200;120;Te Henua Enana
5026;100;200;195;Polynesia
5027;100;200;70;Tristan da Cunha
5028;100;200;145;Bonin Islands
5029;100;200;220;Oahu
5030;200;100;20;Ohlone
5031;200;100;95;Wiyot
5032;200;100;170;Tachi II
5033;200;100;245;Grande Cache
5034;200;100;45;Medicine Hat
5035;200;100;120;Lac la Biche
5036;200;100;195;Atikokan
5037;200;100;70;Wendake
5038;200;100;145;Quinte
5039;200;100;220;Manidoowaaling
5040;100;200;19;Kaska
5041;100;200;94;Nahanni
5042;100;200;169;Chemehuevi
5043;100;200;244;Cocopah
5044;100;200;44;Kucadikadi
5045;100;200;119;Wintu
5046;100;200;194;Nashwaak
5047;100;200;69;Epegoitnag
5048;100;200;144;Esgigeoag
5049;100;200;219;Gespegeoag
5050;200;100;19;Madawaska II
5051;200;100;94;Keespongwitk
5052;200;100;169;Panawahpskek
5053;200;100;244;Kamouraska
5054;200;100;44;Gespeg
5055;200;100;119;Piletipistu Neshkau
5056;200;100;194;Kichesipirini
5057;200;100;69;Nanikana
5058;200;100;144;Avalon II
5059;200;100;219;Avalon III
5060;100;200;18;Mamhlawbagak
5061;100;200;93;Guaymas
5062;100;200;168;Yoreme
5063;100;200;243;Colhuacan
5064;100;200;43;Hisatsinom
5065;100;200;118;Muache
5066;100;200;193;Taveewachii
5067;100;200;68;BeyondTypus148
5068;100;200;143;BeyondTypus149
5069;100;200;218;BeyondTypus150
5070;200;100;18;BeyondTypus151
5071;200;100;93;BeyondTypus152
5072;200;100;168;BeyondTypus153
5073;200;100;243;BeyondTypus154
5074;200;100;43;BeyondTypus155
5075;200;100;118;BeyondTypus156
5076;200;100;193;BeyondTypus157
5077;200;100;68;BeyondTypus158
5078;200;100;143;BeyondTypus159
5079;200;100;218;BeyondTypus160
5080;100;200;17;BeyondTypus161
5081;100;200;92;BeyondTypus162
5082;100;200;167;BeyondTypus163
5083;100;200;242;BeyondTypus164
5084;100;200;42;BeyondTypus165
5085;100;200;117;BeyondTypus166
5086;100;200;192;BeyondTypus167
5087;100;200;67;BeyondTypus168
5088;100;200;142;BeyondTypus169
5089;100;200;217;BeyondTypus170
5090;200;100;17;BeyondTypus171
5091;200;100;92;BeyondTypus172
5092;200;100;167;BeyondTypus173
5093;200;100;242;BeyondTypus174
5094;200;100;42;Dukagjin
5095;200;100;117;Ibiza
5096;200;100;192;Tenerife
5097;200;100;67;Pomeralia
5098;200;100;142;Menorca
5099;200;100;217;Inner Hebrides
5100;50;50;250;Tulare Lake
5101;55;55;250;Lake Tahoe
5102;60;60;250;Lake of the Woods
5103;65;65;250;Lake Nipigon
5104;71;71;250;Nechako Lakes
5105;75;75;250;Tagish Lake
5106;80;80;250;Illiamna Lake
5107;85;85;250;BeyondTypus188
5108;90;90;250;BeyondTypus189
5109;95;95;250;BeyondTypus190
5110;100;100;250;BeyondTypus191
5111;250;50;50;Alaskan Mountains
5112;250;55;55;Glacial Alaska
5113;250;60;60;BeyondTypus194
5114;250;65;65;WestAfricaDesert1
5115;250;70;70;WestAfricaDesert2
5116;250;75;75;BeyondTypus197
5117;250;80;80;BeyondTypus198
5118;250;85;85;BeyondTypus199
5119;250;90;90;BeyondTypus200
5120;250;95;95;White Mountains
5121;250;100;100;BeyondTypus202
5122;250;49;49;Tuktut
5123;250;54;54;Canadian Arctic
5124;250;59;59;Arctic Islands
5125;250;64;64;BeyondTypus206
5126;250;69;69;BeyondTypus207
5127;250;74;74;Ivvavik
5128;250;79;79;Sivunga
5129;250;84;84;BeyondTypus210
5130;100;200;16;Karasi
5131;100;200;91;Ayvalik
5132;100;200;166;Denizli
5133;100;200;241;Kutahyaii
5134;100;200;41;Bodrum
5135;100;200;116;Mersin
5136;100;200;191;Karamanii
5137;100;200;66;Yozgat
5138;100;200;141;Osmaniye
5139;100;200;216;Nicosia
5140;200;100;16;NewArabia1
5141;200;100;91;NewArabia2
5142;200;100;166;NewArabia3
5143;200;100;241;NewArabia4
5144;200;100;41;NewArabia5
5145;200;100;116;Famagusta
5146;200;100;191;Nigde
5147;200;100;66;Alanya
5148;200;100;141;Elazig
5149;200;100;216;Boluii
5150;100;200;15;Nevsehir
5151;100;200;90;Bayburt
5152;100;200;165;Amasia
5153;100;200;240;Sereflikochisar
5154;100;200;40;Sis
5155;100;200;115;Polatli
5156;100;200;190;Bigaii
5157;100;200;65;Iznik
5158;100;200;140;EastCappadocia
5159;100;200;215;Idlib
5160;200;100;15;Aydinii
5161;200;100;90;Corycus
5162;200;100;165;Lycia
5163;200;100;240;Usak
5164;200;100;40;Karabuk
5165;200;100;115;Kirikkale
5166;200;100;190;Cankiri
5167;200;100;65;Corum
5168;200;100;140;Adapazari
5169;200;100;215;Gumushane
5170;100;200;14;Latakia
5171;100;200;89;NewMeso2
5172;100;200;164;NewMeso3
5173;100;200;239;NewMeso4
5174;100;200;39;NewMeso5
5175;100;200;114;NewMeso6
5176;100;200;189;NewCaucaus1
5177;100;200;64;NewArabia7
5178;100;200;139;NewMeso7
5179;100;200;214;Balbek
5180;200;100;14;Gaza
5181;200;100;89;Nekhel
5182;200;100;164;Tadmur
5183;200;100;239;Antep
5184;200;100;39;NewMeso8
5185;200;100;114;NewMeso9
5186;200;100;189;NewMeso10
5187;200;100;64;NewMeso11
5188;200;100;139;NewMeso12
5189;200;100;214;NewMeso13
5190;100;200;13;NewMeso14
5191;100;200;88;NewMeso15
5192;100;200;163;NewLevant10
5193;100;200;238;NewLevant11
5194;100;200;38;NewMeso18
5195;100;200;113;NewMeso19
5196;100;200;188;NewMeso20
5197;100;200;63;NewMeso21
5198;100;200;138;NewMeso22
5199;100;200;213;NewMeso23
5200;200;100;13;NewMeso24
5201;200;100;88;NewMeso25
5202;200;100;163;Aqaba
5203;200;100;238;Arabah
5204;200;100;38;Petra
5205;200;100;113;Beirut
5206;200;100;188;Trebizondii
5207;200;100;63;BeyondTypus288
5208;200;100;138;BeyondTypus289
5209;200;100;213;BeyondTypus290
5210;100;200;12;Chaouen
5211;100;200;87;Tadla
5212;100;200;162;Souss
5213;100;200;237;Taza
5214;100;200;37;Mauretania5
5215;100;200;112;Mauretania6
5216;100;200;187;Mauretania7
5217;100;200;62;Mauretania8
5218;100;200;137;Tarifit
5219;100;200;212;Larache
5220;200;100;12;SouthMauretania1
5221;200;100;87;SouthMauretania2
5222;200;100;162;SouthMauretania3
5223;200;100;237;SouthMauretania4
5224;200;100;37;SouthMauretania5
5225;200;100;112;SouthMauretania6
5226;200;100;187;SouthMauretania7
5227;200;100;62;SouthMauretania8
5228;200;100;137;Sidiifni
5229;200;100;212;Debdou
5230;100;200;11;BeyondTypus311
5231;100;200;86;BeyondTypus312
5232;100;200;161;BeyondTypus313
5233;100;200;236;BeyondTypus314
5234;100;200;36;BeyondTypus315
5235;100;200;111;BeyondTypus316
5236;100;200;186;BeyondTypus317
5237;100;200;61;BeyondTypus318
5238;100;200;136;BeyondTypus319
5239;100;200;211;BeyondTypus320
5240;200;100;11;BeyondTypus321
5241;200;100;86;BeyondTypus322
5242;200;100;161;BeyondTypus323
5243;200;100;236;BeyondTypus324
5244;200;100;36;BeyondTypus325
5245;200;100;111;BeyondTypus326
5246;200;100;186;BeyondTypus327
5247;200;100;61;BeyondTypus328
5248;200;100;136;BeyondTypus329
5249;200;100;211;BeyondTypus330
5250;100;200;10;BeyondTypus331
5251;100;200;85;BeyondTypus332
5252;100;200;160;BeyondTypus333
5253;100;200;235;BeyondTypus334
5254;100;200;35;BeyondTypus335
5255;100;200;110;BeyondTypus336
5256;100;200;185;BeyondTypus337
5257;100;200;60;BeyondTypus338
5258;100;200;135;BeyondTypus339
5259;100;200;210;BeyondTypus340
5260;200;100;10;BeyondTypus341
5261;200;100;85;BeyondTypus342
5262;200;100;160;BeyondTypus343
5263;200;100;235;BeyondTypus344
5264;200;100;35;BeyondTypus345
5265;200;100;110;BeyondTypus346
5266;200;100;185;BeyondTypus347
5267;200;100;60;BeyondTypus348
5268;200;100;135;BeyondTypus349
5269;200;100;210;BeyondTypus350
5270;100;200;9;BeyondTypus351
5271;100;200;84;BeyondTypus352
5272;100;200;159;BeyondTypus353
5273;100;200;234;BeyondTypus354
5274;100;200;34;BeyondTypus355
5275;100;200;109;BeyondTypus356
5276;100;200;184;BeyondTypus357
5277;100;200;59;BeyondTypus358
5278;100;200;134;BeyondTypus359
5279;100;200;209;BeyondTypus360
5280;200;100;9;BeyondTypus361
5281;200;100;84;BeyondTypus362
5282;200;100;159;BeyondTypus363
5283;200;100;234;BeyondTypus364
5284;200;100;34;BeyondTypus365
5285;200;100;109;BeyondTypus366
5286;200;100;184;BeyondTypus367
5287;200;100;59;BeyondTypus368
5288;200;100;134;BeyondTypus369
5289;200;100;209;BeyondTypus370
5290;100;200;8;BeyondTypus371
5291;100;200;84;BeyondTypus372
5292;100;200;158;BeyondTypus373
5293;100;200;234;BeyondTypus374
5294;100;200;34;BeyondTypus375
5295;100;200;108;BeyondTypus376
5296;100;200;184;BeyondTypus377
5297;100;200;58;BeyondTypus378
5298;100;200;134;BeyondTypus379
5299;100;200;208;BeyondTypus380
5300;200;100;8;BeyondTypus381
5301;200;100;84;BeyondTypus382
5302;200;100;158;BeyondTypus383
5303;200;100;234;BeyondTypus384
5304;200;100;34;BeyondTypus385
5305;200;100;108;BeyondTypus386
5306;200;100;184;BeyondTypus387
5307;200;100;58;BeyondTypus388
5308;200;100;134;BeyondTypus389
5309;200;100;208;BeyondTypus390
5310;100;200;7;BeyondTypus391
5311;100;200;83;BeyondTypus392
5312;100;200;157;BeyondTypus393
5313;100;200;233;BeyondTypus394
5314;100;200;33;BeyondTypus395
5315;100;200;107;BeyondTypus396
5316;100;200;183;BeyondTypus397
5317;100;200;57;BeyondTypus398
5318;100;200;133;BeyondTypus399
5319;100;200;207;BeyondTypus400
5320;200;100;7;BeyondTypus401
5321;200;100;83;BeyondTypus402
5322;200;100;157;BeyondTypus403
5323;200;100;233;BeyondTypus404
5324;200;100;33;BeyondTypus405
5325;200;100;107;BeyondTypus406
5326;200;100;183;BeyondTypus407
5327;200;100;57;BeyondTypus408
5328;200;100;133;BeyondTypus409
5329;200;100;207;BeyondTypus410
5330;100;200;6;BeyondTypus411
5331;100;200;82;BeyondTypus412
5332;100;200;156;BeyondTypus413
5333;100;200;232;BeyondTypus414
5334;100;200;32;BeyondTypus415
5335;100;200;106;BeyondTypus416
5336;100;200;182;BeyondTypus417
5337;100;200;56;BeyondTypus418
5338;100;200;132;BeyondTypus419
5339;100;200;206;BeyondTypus420
5340;200;100;6;BeyondTypus421
5341;200;100;82;BeyondTypus422
5342;200;100;156;BeyondTypus423
5343;200;100;232;BeyondTypus424
5344;200;100;32;BeyondTypus425
5345;200;100;106;BeyondTypus426
5346;200;100;182;BeyondTypus427
5347;200;100;56;BeyondTypus428
5348;200;100;132;BeyondTypus429
5349;200;100;206;BeyondTypus430
5350;100;200;5;BeyondTypus431
5351;100;200;81;BeyondTypus432
5352;100;200;155;BeyondTypus433
5353;100;200;231;BeyondTypus434
5354;100;200;31;BeyondTypus435
5355;100;200;105;BeyondTypus436
5356;100;200;181;BeyondTypus437
5357;100;200;55;BeyondTypus438
5358;100;200;131;BeyondTypus439
5359;100;200;205;BeyondTypus440
5360;200;100;5;BeyondTypus441
5361;200;100;81;BeyondTypus442
5362;200;100;155;BeyondTypus443
5363;200;100;231;BeyondTypus444
5364;200;100;31;BeyondTypus445
5365;200;100;105;BeyondTypus446
5366;200;100;181;BeyondTypus447
5367;200;100;55;BeyondTypus448
5368;200;100;131;BeyondTypus449
5369;200;100;205;BeyondTypus450
5370;100;200;4;BeyondTypus451
5371;100;200;80;BeyondTypus452
5372;100;200;154;BeyondTypus453
5373;100;200;230;BeyondTypus454
5374;100;200;30;BeyondTypus455
5375;100;200;104;BeyondTypus456
5376;100;200;180;BeyondTypus457
5377;100;200;54;BeyondTypus458
5378;100;200;130;BeyondTypus459
5379;100;200;204;BeyondTypus460
5380;200;100;4;BeyondTypus461
5381;200;100;80;BeyondTypus462
5382;200;100;154;BeyondTypus463
5383;200;100;230;BeyondTypus464
5384;200;100;30;BeyondTypus465
5385;200;100;104;BeyondTypus466
5386;200;100;180;BeyondTypus467
5387;200;100;54;BeyondTypus468
5388;200;100;130;BeyondTypus469
5389;200;100;204;BeyondTypus470
5390;100;200;3;BeyondTypus471
5391;100;200;79;BeyondTypus472
5392;100;200;153;BeyondTypus473
5393;100;200;229;BeyondTypus474
5394;100;200;29;BeyondTypus475
5395;100;200;103;BeyondTypus476
5396;100;200;179;BeyondTypus477
5397;100;200;53;BeyondTypus478
5398;100;200;129;BeyondTypus479
5399;100;200;203;BeyondTypus480
5400;200;100;3;BeyondTypus481
5401;200;100;79;BeyondTypus482
5402;200;100;153;BeyondTypus483
5403;200;100;229;BeyondTypus484
5404;200;100;29;BeyondTypus485
5405;200;100;103;BeyondTypus486
5406;200;100;179;BeyondTypus487
5407;200;100;53;BeyondTypus488
5408;200;100;129;BeyondTypus489
5409;200;100;203;BeyondTypus490
5410;100;200;2;BeyondTypus491
5411;100;200;78;BeyondTypus492
5412;100;200;152;BeyondTypus493
5413;100;200;228;BeyondTypus494
5414;100;200;28;BeyondTypus495
5415;100;200;102;BeyondTypus496
5416;100;200;178;BeyondTypus497
5417;100;200;52;BeyondTypus498
5418;100;200;128;BeyondTypus499
5419;100;200;202;BeyondTypus500
5420;200;100;2;BeyondTypus501
5421;200;100;78;BeyondTypus502
5422;200;100;152;BeyondTypus503
5423;200;100;228;BeyondTypus504
5424;200;100;28;BeyondTypus505
5425;200;100;102;BeyondTypus506
5426;200;100;178;BeyondTypus507
5427;200;100;52;BeyondTypus508
5428;200;100;128;BeyondTypus509
5429;200;100;202;BeyondTypus510
5430;100;200;1;BeyondTypus511
5431;100;200;77;BeyondTypus512
5432;100;200;151;BeyondTypus513
